,drug_a_name,drug_b_name,cell_line,synergy,fold,DepMap_ID,stripped_cell_line_name,drugA_canonical_smi,drugB_canonical_smi,synergy_clean,label_0,label_1
131,5-FU,BORTEZOMIB,LOVO,-6.1759820093,2,ACH-000950,LOVO,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-6.1759820093,1,2
132,5-FU,BORTEZOMIB,MDAMB436,-2.0255657606,2,ACH-000573,MDAMB436,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-2.0255657606,1,2
134,5-FU,BORTEZOMIB,NCIH1650,-15.7787056902,2,ACH-000035,NCIH1650,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-15.7787056902,0,1
135,5-FU,BORTEZOMIB,NCIH2122,-16.6962656751,2,ACH-000311,NCIH2122,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-16.6962656751,0,1
136,5-FU,BORTEZOMIB,NCIH23,-9.1909645858,2,ACH-000900,NCIH23,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-9.1909645858,1,2
137,5-FU,BORTEZOMIB,NCIH460,-18.9981302614,2,ACH-000463,NCIH460,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-18.9981302614,0,1
138,5-FU,BORTEZOMIB,NCIH520,-24.0675509099,2,ACH-000395,NCIH520,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-24.0675509099,0,1
140,5-FU,BORTEZOMIB,OV90,-9.5861668687,2,ACH-000291,OV90,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-9.5861668687,1,2
142,5-FU,BORTEZOMIB,PA1,-20.7061680779,2,ACH-001374,PA1,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-20.7061680779,0,1
143,5-FU,BORTEZOMIB,RKO,2.9072006684,2,ACH-000943,RKO,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,2.9072006684,1,2
144,5-FU,BORTEZOMIB,RPMI7951,-10.4794143941,2,ACH-000348,RPMI7951,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-10.4794143941,0,1
145,5-FU,BORTEZOMIB,SKMEL30,-172.8887020908,2,ACH-000810,SKMEL30,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-61.28586028470066,0,0
146,5-FU,BORTEZOMIB,SKMES1,-11.6427298467,2,ACH-000665,SKMES1,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-11.6427298467,0,1
147,5-FU,BORTEZOMIB,SKOV3,-4.6048936233,2,ACH-000811,SKOV3,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-4.6048936233,1,2
148,5-FU,BORTEZOMIB,SW620,-1.9079668183,2,ACH-000651,SW620,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-1.9079668183,1,2
149,5-FU,BORTEZOMIB,SW837,-1.3618595002,2,ACH-000421,SW837,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-1.3618595002,1,2
150,5-FU,BORTEZOMIB,T47D,2.7487911814,2,ACH-000147,T47D,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,2.7487911814,1,2
151,5-FU,BORTEZOMIB,UACC62,-17.8418510777,2,ACH-000425,UACC62,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-17.8418510777,0,1
153,5-FU,BORTEZOMIB,UWB1289,-15.0307501791,2,ACH-001418,UWB1289,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-15.0307501791,0,1
154,5-FU,BORTEZOMIB,VCAP,-7.0535106309,2,ACH-000115,VCAP,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-7.0535106309,1,2
155,5-FU,BORTEZOMIB,ZR751,-17.4513752727,2,ACH-000097,ZR751,O=c1[nH]cc(F)c(=O)[nH]1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-17.4513752727,0,1
156,5-FU,DASATINIB,A2058,31.1256441825,1,ACH-000788,A2058,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,31.1256441825,2,4
157,5-FU,DASATINIB,A2780,50.6036602621,1,ACH-000657,A2780,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,50.6036602621,2,4
158,5-FU,DASATINIB,A375,2.6836891586,1,ACH-000219,A375,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,2.6836891586,1,2
159,5-FU,DASATINIB,A427,28.3480845129,1,ACH-000757,A427,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,28.3480845129,2,3
160,5-FU,DASATINIB,CAOV3,17.8798317329,1,ACH-000713,CAOV3,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,17.8798317329,2,3
162,5-FU,DASATINIB,DLD1,21.4330908809,1,ACH-001061,DLD1,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,21.4330908809,2,3
164,5-FU,DASATINIB,ES2,17.6901953531,1,ACH-000906,ES2,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,17.6901953531,2,3
165,5-FU,DASATINIB,HCT116,-7.8192717861,1,ACH-000971,HCT116,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-7.8192717861,1,2
166,5-FU,DASATINIB,HT144,-22.9732781184,1,ACH-000322,HT144,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-22.9732781184,0,1
167,5-FU,DASATINIB,HT29,17.0669807634,1,ACH-000552,HT29,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,17.0669807634,2,3
168,5-FU,DASATINIB,KPL1,3.4468119113,1,ACH-000028,KPL1,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,3.4468119113,1,2
170,5-FU,DASATINIB,LOVO,21.3855881893,1,ACH-000950,LOVO,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,21.3855881893,2,3
171,5-FU,DASATINIB,MDAMB436,18.7186968772,1,ACH-000573,MDAMB436,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,18.7186968772,2,3
173,5-FU,DASATINIB,NCIH1650,23.2349707101,1,ACH-000035,NCIH1650,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,23.2349707101,2,3
174,5-FU,DASATINIB,NCIH2122,-31.1947195955,1,ACH-000311,NCIH2122,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-31.1947195955,0,0
175,5-FU,DASATINIB,NCIH23,11.5591467519,1,ACH-000900,NCIH23,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,11.5591467519,2,3
176,5-FU,DASATINIB,NCIH460,21.6687261012,1,ACH-000463,NCIH460,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,21.6687261012,2,3
177,5-FU,DASATINIB,NCIH520,42.7350514418,1,ACH-000395,NCIH520,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,42.7350514418,2,4
179,5-FU,DASATINIB,OV90,0.4330347743,1,ACH-000291,OV90,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0.4330347743,1,2
181,5-FU,DASATINIB,PA1,33.9082835151,1,ACH-001374,PA1,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,33.9082835151,2,4
182,5-FU,DASATINIB,RKO,17.3116328276,1,ACH-000943,RKO,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,17.3116328276,2,3
183,5-FU,DASATINIB,RPMI7951,19.0635510285,1,ACH-000348,RPMI7951,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,19.0635510285,2,3
184,5-FU,DASATINIB,SKMEL30,-4.6186948142,1,ACH-000810,SKMEL30,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-4.6186948142,1,2
185,5-FU,DASATINIB,SKMES1,2.9818204918,1,ACH-000665,SKMES1,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,2.9818204918,1,2
186,5-FU,DASATINIB,SKOV3,1.3046560675,1,ACH-000811,SKOV3,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,1.3046560675,1,2
187,5-FU,DASATINIB,SW620,30.4446308353,1,ACH-000651,SW620,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,30.4446308353,2,4
188,5-FU,DASATINIB,SW837,15.8773368915,1,ACH-000421,SW837,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,15.8773368915,2,3
189,5-FU,DASATINIB,T47D,18.8656014132,1,ACH-000147,T47D,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,18.8656014132,2,3
190,5-FU,DASATINIB,UACC62,12.1239603389,1,ACH-000425,UACC62,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,12.1239603389,2,3
192,5-FU,DASATINIB,UWB1289,3.7658996853,1,ACH-001418,UWB1289,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,3.7658996853,1,2
193,5-FU,DASATINIB,VCAP,21.455726442,1,ACH-000115,VCAP,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,21.455726442,2,3
194,5-FU,DASATINIB,ZR751,5.1142794332,1,ACH-000097,ZR751,O=c1[nH]cc(F)c(=O)[nH]1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,5.1142794332,1,2
195,5-FU,DINACICLIB,A2058,4.3316952071,0,ACH-000788,A2058,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,4.3316952071,1,2
196,5-FU,DINACICLIB,A2780,-8.1611286386,0,ACH-000657,A2780,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-8.1611286386,1,2
197,5-FU,DINACICLIB,A375,-5.4159342011,0,ACH-000219,A375,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-5.4159342011,1,2
198,5-FU,DINACICLIB,A427,-7.7474736816,0,ACH-000757,A427,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-7.7474736816,1,2
199,5-FU,DINACICLIB,CAOV3,-14.3474258909,0,ACH-000713,CAOV3,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-14.3474258909,0,1
201,5-FU,DINACICLIB,DLD1,-3.6412672658,0,ACH-001061,DLD1,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-3.6412672658,1,2
203,5-FU,DINACICLIB,ES2,3.4071845582,0,ACH-000906,ES2,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,3.4071845582,1,2
204,5-FU,DINACICLIB,HCT116,2.9189014698,0,ACH-000971,HCT116,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,2.9189014698,1,2
205,5-FU,DINACICLIB,HT144,-3.4774222173,0,ACH-000322,HT144,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-3.4774222173,1,2
206,5-FU,DINACICLIB,HT29,-2.5394087442,0,ACH-000552,HT29,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-2.5394087442,1,2
207,5-FU,DINACICLIB,KPL1,0.007355464,0,ACH-000028,KPL1,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,0.007355464,1,2
209,5-FU,DINACICLIB,LOVO,-11.8769599262,0,ACH-000950,LOVO,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-11.8769599262,0,1
210,5-FU,DINACICLIB,MDAMB436,5.3475341198,0,ACH-000573,MDAMB436,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,5.3475341198,1,2
212,5-FU,DINACICLIB,NCIH1650,-2.1132235055,0,ACH-000035,NCIH1650,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-2.1132235055,1,2
213,5-FU,DINACICLIB,NCIH2122,1.2187131729,0,ACH-000311,NCIH2122,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,1.2187131729,1,2
214,5-FU,DINACICLIB,NCIH23,-9.5337022995,0,ACH-000900,NCIH23,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-9.5337022995,1,2
215,5-FU,DINACICLIB,NCIH460,-7.4209805584,0,ACH-000463,NCIH460,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-7.4209805584,1,2
216,5-FU,DINACICLIB,NCIH520,-4.3210485458,0,ACH-000395,NCIH520,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-4.3210485458,1,2
218,5-FU,DINACICLIB,OV90,-5.9355790617,0,ACH-000291,OV90,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-5.9355790617,1,2
220,5-FU,DINACICLIB,PA1,-5.7328651442,0,ACH-001374,PA1,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-5.7328651442,1,2
221,5-FU,DINACICLIB,RKO,5.6238194396,0,ACH-000943,RKO,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,5.6238194396,1,2
222,5-FU,DINACICLIB,RPMI7951,-5.6869902395,0,ACH-000348,RPMI7951,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-5.6869902395,1,2
223,5-FU,DINACICLIB,SKMEL30,-96.6171400256,0,ACH-000810,SKMEL30,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-61.28586028470066,0,0
224,5-FU,DINACICLIB,SKMES1,-3.1403413007,0,ACH-000665,SKMES1,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-3.1403413007,1,2
225,5-FU,DINACICLIB,SKOV3,-13.8991015225,0,ACH-000811,SKOV3,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-13.8991015225,0,1
226,5-FU,DINACICLIB,SW620,-4.5680713977,0,ACH-000651,SW620,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-4.5680713977,1,2
227,5-FU,DINACICLIB,SW837,-19.5733229304,0,ACH-000421,SW837,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-19.5733229304,0,1
228,5-FU,DINACICLIB,T47D,-2.721986339,0,ACH-000147,T47D,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-2.721986339,1,2
229,5-FU,DINACICLIB,UACC62,3.6825732484,0,ACH-000425,UACC62,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,3.6825732484,1,2
231,5-FU,DINACICLIB,UWB1289,-0.2331905921,0,ACH-001418,UWB1289,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-0.2331905921,1,2
232,5-FU,DINACICLIB,VCAP,14.4219939992,0,ACH-000115,VCAP,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,14.4219939992,2,3
233,5-FU,DINACICLIB,ZR751,-13.5823901433,0,ACH-000097,ZR751,O=c1[nH]cc(F)c(=O)[nH]1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-13.5823901433,0,1
234,5-FU,ERLOTINIB,A2058,9.6942857549,3,ACH-000788,A2058,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,9.6942857549,1,2
235,5-FU,ERLOTINIB,A2780,16.5693311017,3,ACH-000657,A2780,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,16.5693311017,2,3
236,5-FU,ERLOTINIB,A375,13.9643924282,3,ACH-000219,A375,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,13.9643924282,2,3
237,5-FU,ERLOTINIB,A427,18.4292581557,3,ACH-000757,A427,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,18.4292581557,2,3
238,5-FU,ERLOTINIB,CAOV3,-7.9516351685,3,ACH-000713,CAOV3,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,-7.9516351685,1,2
240,5-FU,ERLOTINIB,DLD1,10.181271291,3,ACH-001061,DLD1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,10.181271291,2,3
242,5-FU,ERLOTINIB,ES2,15.1231624969,3,ACH-000906,ES2,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,15.1231624969,2,3
243,5-FU,ERLOTINIB,HCT116,14.4529779349,3,ACH-000971,HCT116,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,14.4529779349,2,3
244,5-FU,ERLOTINIB,HT144,9.5594532711,3,ACH-000322,HT144,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,9.5594532711,1,2
245,5-FU,ERLOTINIB,HT29,11.3374716212,3,ACH-000552,HT29,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,11.3374716212,2,3
246,5-FU,ERLOTINIB,KPL1,-3.0152734579,3,ACH-000028,KPL1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,-3.0152734579,1,2
248,5-FU,ERLOTINIB,LOVO,12.4173316831,3,ACH-000950,LOVO,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,12.4173316831,2,3
249,5-FU,ERLOTINIB,MDAMB436,16.1498978974,3,ACH-000573,MDAMB436,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,16.1498978974,2,3
251,5-FU,ERLOTINIB,NCIH1650,0.9247862496,3,ACH-000035,NCIH1650,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,0.9247862496,1,2
252,5-FU,ERLOTINIB,NCIH2122,24.4549768299,3,ACH-000311,NCIH2122,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,24.4549768299,2,3
253,5-FU,ERLOTINIB,NCIH23,6.3734101396,3,ACH-000900,NCIH23,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,6.3734101396,1,2
254,5-FU,ERLOTINIB,NCIH460,17.2248469758,3,ACH-000463,NCIH460,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,17.2248469758,2,3
255,5-FU,ERLOTINIB,NCIH520,7.2357581991,3,ACH-000395,NCIH520,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,7.2357581991,1,2
257,5-FU,ERLOTINIB,OV90,-11.0400458463,3,ACH-000291,OV90,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,-11.0400458463,0,1
259,5-FU,ERLOTINIB,PA1,11.2232059078,3,ACH-001374,PA1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,11.2232059078,2,3
260,5-FU,ERLOTINIB,RKO,20.9875725757,3,ACH-000943,RKO,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,20.9875725757,2,3
261,5-FU,ERLOTINIB,RPMI7951,17.0048417484,3,ACH-000348,RPMI7951,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,17.0048417484,2,3
262,5-FU,ERLOTINIB,SKMEL30,13.9548838605,3,ACH-000810,SKMEL30,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,13.9548838605,2,3
263,5-FU,ERLOTINIB,SKMES1,21.2894247643,3,ACH-000665,SKMES1,O=c1[nH]cc(F)c(=O)[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,21.2894247643,2,3
